population,variant,representation,k_start,metric,unit,planned_tasks,common_complete_tasks,missing_paired_tasks,coverage,delta_A_minus_I,ci_low,ci_high,missing_bound_low,missing_bound_high,bootstrap_unit,bootstrap_replicates,bootstrap_seed,I_paired_estimate,I_paired_numerator,I_paired_denominator,I_available_estimate,I_available_numerator,I_available_denominator,I_complete_tasks,I_missing_tasks,A_paired_estimate,A_paired_numerator,A_paired_denominator,A_available_estimate,A_available_numerator,A_available_denominator,A_complete_tasks,A_missing_tasks
nontrivial,original,whitespace_union,1,accuracy,proportion,7,7,0,1.0,0.10714285714285714,0.0,0.25,0.10714285714285714,0.10714285714285714,task,5000,20260912,0.5714285714285714,32,56,0.5714285714285714,32,56,7,0,0.6785714285714286,38,56,0.6785714285714286,38,56,7,0
nontrivial,original,whitespace_union,1,fsrr,proportion,3,3,0,1.0,-0.3333333333333333,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,task,5000,20260912,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0,0.0,0,3,0.0,0,3,3,0
nontrivial,original,whitespace_union,1,trr,proportion,3,3,0,1.0,-0.3333333333333333,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,task,5000,20260912,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0,0.0,0,3,0.0,0,3,3,0
nontrivial,original,whitespace_union,1,direct_sequence_correct,proportion,7,7,0,1.0,0.0,0.0,0.0,0.0,0.0,task,5000,20260912,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,original,whitespace_union,1,tce,task mean threshold distance,7,7,0,1.0,-0.5714285714285714,-1.7142857142857142,0.0,-0.5714285714285714,-0.5714285714285714,task,5000,20260912,3.4285714285714284,24,7,3.4285714285714284,24,7,7,0,2.857142857142857,20,7,2.857142857142857,20,7,7,0
nontrivial,original,whitespace_union,1,oracle_min_errors,task mean verdict errors,7,7,0,1.0,0.14285714285714285,-0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,task,5000,20260912,0.5714285714285714,4,7,0.5714285714285714,4,7,7,0,0.7142857142857143,5,7,0.7142857142857143,5,7,7,0
nontrivial,original,whitespace_union,1,oracle_fsrr_all,proportion,7,7,0,1.0,-0.14285714285714285,-0.42857142857142855,0.0,-0.14285714285714285,-0.14285714285714285,task,5000,20260912,0.7142857142857143,5,7,0.7142857142857143,5,7,7,0,0.5714285714285714,4,7,0.5714285714285714,4,7,7,0
nontrivial,original,whitespace_union,1,oracle_trr_all,proportion,7,7,0,1.0,-0.14285714285714285,-0.42857142857142855,0.0,-0.14285714285714285,-0.14285714285714285,task,5000,20260912,0.7142857142857143,5,7,0.7142857142857143,5,7,7,0,0.5714285714285714,4,7,0.5714285714285714,4,7,7,0
nontrivial,explicit,bare,0,accuracy,proportion,7,7,0,1.0,-0.031746031746031744,-0.1746031746031746,0.1111111111111111,-0.031746031746031744,-0.031746031746031744,task,5000,20260912,0.7142857142857143,45,63,0.7142857142857143,45,63,7,0,0.6825396825396826,43,63,0.6825396825396826,43,63,7,0
nontrivial,explicit,bare,0,fsrr,proportion,7,7,0,1.0,-0.42857142857142855,-0.8571428571428571,-0.14285714285714285,-0.42857142857142855,-0.42857142857142855,task,5000,20260912,0.8571428571428571,6,7,0.8571428571428571,6,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,bare,0,trr,proportion,7,7,0,1.0,-0.5714285714285714,-0.8571428571428571,-0.14285714285714285,-0.5714285714285714,-0.5714285714285714,task,5000,20260912,1.0,7,7,1.0,7,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,bare,0,direct_sequence_correct,proportion,7,7,0,1.0,0.0,0.0,0.0,0.0,0.0,task,5000,20260912,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,bare,0,tce,task mean threshold distance,7,7,0,1.0,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,task,5000,20260912,2.5714285714285716,18,7,2.5714285714285716,18,7,7,0,2.857142857142857,20,7,2.857142857142857,20,7,7,0
nontrivial,explicit,bare,0,oracle_min_errors,task mean verdict errors,7,7,0,1.0,0.8571428571428571,0.2857142857142857,1.7142857142857142,0.8571428571428571,0.8571428571428571,task,5000,20260912,0.14285714285714285,1,7,0.14285714285714285,1,7,7,0,1.0,7,7,1.0,7,7,7,0
nontrivial,explicit,bare,0,oracle_fsrr_all,proportion,7,7,0,1.0,-0.42857142857142855,-0.8571428571428571,-0.14285714285714285,-0.42857142857142855,-0.42857142857142855,task,5000,20260912,0.8571428571428571,6,7,0.8571428571428571,6,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,bare,0,oracle_trr_all,proportion,7,7,0,1.0,-0.5714285714285714,-0.8571428571428571,-0.14285714285714285,-0.5714285714285714,-0.5714285714285714,task,5000,20260912,1.0,7,7,1.0,7,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,bare,1,accuracy,proportion,7,7,0,1.0,-0.03571428571428571,-0.19642857142857142,0.125,-0.03571428571428571,-0.03571428571428571,task,5000,20260912,0.6785714285714286,38,56,0.6785714285714286,38,56,7,0,0.6428571428571429,36,56,0.6428571428571429,36,56,7,0
nontrivial,explicit,bare,1,fsrr,proportion,3,3,0,1.0,-0.3333333333333333,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,task,5000,20260912,0.6666666666666666,2,3,0.6666666666666666,2,3,3,0,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0
nontrivial,explicit,bare,1,trr,proportion,3,3,0,1.0,-0.6666666666666666,-1.0,0.0,-0.6666666666666666,-0.6666666666666666,task,5000,20260912,1.0,3,3,1.0,3,3,3,0,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0
nontrivial,explicit,bare,1,direct_sequence_correct,proportion,7,7,0,1.0,0.0,0.0,0.0,0.0,0.0,task,5000,20260912,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,bare,1,tce,task mean threshold distance,7,7,0,1.0,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,task,5000,20260912,2.5714285714285716,18,7,2.5714285714285716,18,7,7,0,2.857142857142857,20,7,2.857142857142857,20,7,7,0
nontrivial,explicit,bare,1,oracle_min_errors,task mean verdict errors,7,7,0,1.0,0.42857142857142855,0.0,1.0,0.42857142857142855,0.42857142857142855,task,5000,20260912,0.14285714285714285,1,7,0.14285714285714285,1,7,7,0,0.5714285714285714,4,7,0.5714285714285714,4,7,7,0
nontrivial,explicit,bare,1,oracle_fsrr_all,proportion,7,7,0,1.0,-0.14285714285714285,-0.42857142857142855,0.0,-0.14285714285714285,-0.14285714285714285,task,5000,20260912,0.8571428571428571,6,7,0.8571428571428571,6,7,7,0,0.7142857142857143,5,7,0.7142857142857143,5,7,7,0
nontrivial,explicit,bare,1,oracle_trr_all,proportion,7,7,0,1.0,-0.2857142857142857,-0.7142857142857143,0.0,-0.2857142857142857,-0.2857142857142857,task,5000,20260912,1.0,7,7,1.0,7,7,7,0,0.7142857142857143,5,7,0.7142857142857143,5,7,7,0
nontrivial,explicit,whitespace_union,0,accuracy,proportion,7,7,0,1.0,-0.031746031746031744,-0.1746031746031746,0.1111111111111111,-0.031746031746031744,-0.031746031746031744,task,5000,20260912,0.7142857142857143,45,63,0.7142857142857143,45,63,7,0,0.6825396825396826,43,63,0.6825396825396826,43,63,7,0
nontrivial,explicit,whitespace_union,0,fsrr,proportion,7,7,0,1.0,-0.42857142857142855,-0.8571428571428571,-0.14285714285714285,-0.42857142857142855,-0.42857142857142855,task,5000,20260912,0.8571428571428571,6,7,0.8571428571428571,6,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,whitespace_union,0,trr,proportion,7,7,0,1.0,-0.5714285714285714,-0.8571428571428571,-0.14285714285714285,-0.5714285714285714,-0.5714285714285714,task,5000,20260912,1.0,7,7,1.0,7,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,whitespace_union,0,direct_sequence_correct,proportion,7,7,0,1.0,0.0,0.0,0.0,0.0,0.0,task,5000,20260912,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,whitespace_union,0,tce,task mean threshold distance,7,7,0,1.0,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,task,5000,20260912,2.5714285714285716,18,7,2.5714285714285716,18,7,7,0,2.857142857142857,20,7,2.857142857142857,20,7,7,0
nontrivial,explicit,whitespace_union,0,oracle_min_errors,task mean verdict errors,7,7,0,1.0,0.8571428571428571,0.2857142857142857,1.7142857142857142,0.8571428571428571,0.8571428571428571,task,5000,20260912,0.14285714285714285,1,7,0.14285714285714285,1,7,7,0,1.0,7,7,1.0,7,7,7,0
nontrivial,explicit,whitespace_union,0,oracle_fsrr_all,proportion,7,7,0,1.0,-0.42857142857142855,-0.8571428571428571,-0.14285714285714285,-0.42857142857142855,-0.42857142857142855,task,5000,20260912,0.8571428571428571,6,7,0.8571428571428571,6,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,whitespace_union,0,oracle_trr_all,proportion,7,7,0,1.0,-0.5714285714285714,-0.8571428571428571,-0.14285714285714285,-0.5714285714285714,-0.5714285714285714,task,5000,20260912,1.0,7,7,1.0,7,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,whitespace_union,1,accuracy,proportion,7,7,0,1.0,-0.03571428571428571,-0.19642857142857142,0.125,-0.03571428571428571,-0.03571428571428571,task,5000,20260912,0.6785714285714286,38,56,0.6785714285714286,38,56,7,0,0.6428571428571429,36,56,0.6428571428571429,36,56,7,0
nontrivial,explicit,whitespace_union,1,fsrr,proportion,3,3,0,1.0,-0.3333333333333333,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,task,5000,20260912,0.6666666666666666,2,3,0.6666666666666666,2,3,3,0,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0
nontrivial,explicit,whitespace_union,1,trr,proportion,3,3,0,1.0,-0.6666666666666666,-1.0,0.0,-0.6666666666666666,-0.6666666666666666,task,5000,20260912,1.0,3,3,1.0,3,3,3,0,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0
nontrivial,explicit,whitespace_union,1,direct_sequence_correct,proportion,7,7,0,1.0,0.0,0.0,0.0,0.0,0.0,task,5000,20260912,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
nontrivial,explicit,whitespace_union,1,tce,task mean threshold distance,7,7,0,1.0,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.2857142857142857,task,5000,20260912,2.5714285714285716,18,7,2.5714285714285716,18,7,7,0,2.857142857142857,20,7,2.857142857142857,20,7,7,0
nontrivial,explicit,whitespace_union,1,oracle_min_errors,task mean verdict errors,7,7,0,1.0,0.42857142857142855,0.0,1.0,0.42857142857142855,0.42857142857142855,task,5000,20260912,0.14285714285714285,1,7,0.14285714285714285,1,7,7,0,0.5714285714285714,4,7,0.5714285714285714,4,7,7,0
nontrivial,explicit,whitespace_union,1,oracle_fsrr_all,proportion,7,7,0,1.0,-0.14285714285714285,-0.42857142857142855,0.0,-0.14285714285714285,-0.14285714285714285,task,5000,20260912,0.8571428571428571,6,7,0.8571428571428571,6,7,7,0,0.7142857142857143,5,7,0.7142857142857143,5,7,7,0
nontrivial,explicit,whitespace_union,1,oracle_trr_all,proportion,7,7,0,1.0,-0.2857142857142857,-0.7142857142857143,0.0,-0.2857142857142857,-0.2857142857142857,task,5000,20260912,1.0,7,7,1.0,7,7,7,0,0.7142857142857143,5,7,0.7142857142857143,5,7,7,0
all,original,bare,0,accuracy,proportion,14,14,0,1.0,0.06349206349206349,-0.007936507936507936,0.15873015873015872,0.06349206349206349,0.06349206349206349,task,5000,20260912,0.7380952380952381,93,126,0.7380952380952381,93,126,14,0,0.8015873015873016,101,126,0.8015873015873016,101,126,14,0
all,original,bare,0,fsrr,proportion,7,7,0,1.0,-0.14285714285714285,-0.42857142857142855,0.0,-0.14285714285714285,-0.14285714285714285,task,5000,20260912,0.5714285714285714,4,7,0.5714285714285714,4,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
all,original,bare,0,trr,proportion,7,7,0,1.0,-0.14285714285714285,-0.42857142857142855,0.0,-0.14285714285714285,-0.14285714285714285,task,5000,20260912,0.5714285714285714,4,7,0.5714285714285714,4,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
all,original,bare,0,direct_sequence_correct,proportion,14,14,0,1.0,0.0,-0.21428571428571427,0.21428571428571427,0.0,0.0,task,5000,20260912,0.42857142857142855,6,14,0.42857142857142855,6,14,14,0,0.42857142857142855,6,14,0.42857142857142855,6,14,14,0
all,original,bare,0,tce,task mean threshold distance,14,14,0,1.0,-0.5,-1.4285714285714286,0.21428571428571427,-0.5,-0.5,task,5000,20260912,2.5,35,14,2.5,35,14,14,0,2.0,28,14,2.0,28,14,14,0
all,original,bare,0,oracle_min_errors,task mean verdict errors,14,14,0,1.0,0.07142857142857142,-0.14285714285714285,0.2857142857142857,0.07142857142857142,0.07142857142857142,task,5000,20260912,0.42857142857142855,6,14,0.42857142857142855,6,14,14,0,0.5,7,14,0.5,7,14,14,0
all,original,bare,0,oracle_fsrr_all,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.7857142857142857,11,14,0.7857142857142857,11,14,14,0,0.7142857142857143,10,14,0.7142857142857143,10,14,14,0
all,original,bare,0,oracle_trr_all,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.7857142857142857,11,14,0.7857142857142857,11,14,14,0,0.7142857142857143,10,14,0.7142857142857143,10,14,14,0
all,original,bare,1,accuracy,proportion,14,14,0,1.0,0.05357142857142857,-0.008928571428571428,0.14285714285714285,0.05357142857142857,0.05357142857142857,task,5000,20260912,0.7589285714285714,85,112,0.7589285714285714,85,112,14,0,0.8125,91,112,0.8125,91,112,14,0
all,original,bare,1,fsrr,proportion,3,3,0,1.0,-0.3333333333333333,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,task,5000,20260912,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0,0.0,0,3,0.0,0,3,3,0
all,original,bare,1,trr,proportion,3,3,0,1.0,-0.3333333333333333,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,task,5000,20260912,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0,0.0,0,3,0.0,0,3,3,0
all,original,bare,1,direct_sequence_correct,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.6428571428571429,9,14,0.6428571428571429,9,14,14,0,0.5714285714285714,8,14,0.5714285714285714,8,14,14,0
all,original,bare,1,tce,task mean threshold distance,14,14,0,1.0,-0.35714285714285715,-1.1428571428571428,0.2857142857142857,-0.35714285714285715,-0.35714285714285715,task,5000,20260912,2.0714285714285716,29,14,2.0714285714285716,29,14,14,0,1.7142857142857142,24,14,1.7142857142857142,24,14,14,0
all,original,bare,1,oracle_min_errors,task mean verdict errors,14,14,0,1.0,0.07142857142857142,-0.14285714285714285,0.2857142857142857,0.07142857142857142,0.07142857142857142,task,5000,20260912,0.2857142857142857,4,14,0.2857142857142857,4,14,14,0,0.35714285714285715,5,14,0.35714285714285715,5,14,14,0
all,original,bare,1,oracle_fsrr_all,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.8571428571428571,12,14,0.8571428571428571,12,14,14,0,0.7857142857142857,11,14,0.7857142857142857,11,14,14,0
all,original,bare,1,oracle_trr_all,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.8571428571428571,12,14,0.8571428571428571,12,14,14,0,0.7857142857142857,11,14,0.7857142857142857,11,14,14,0
all,original,whitespace_union,0,accuracy,proportion,14,14,0,1.0,0.07142857142857142,0.0,0.16666666666666666,0.07142857142857142,0.07142857142857142,task,5000,20260912,0.7301587301587301,92,126,0.7301587301587301,92,126,14,0,0.8015873015873016,101,126,0.8015873015873016,101,126,14,0
all,original,whitespace_union,0,fsrr,proportion,7,7,0,1.0,-0.14285714285714285,-0.42857142857142855,0.0,-0.14285714285714285,-0.14285714285714285,task,5000,20260912,0.5714285714285714,4,7,0.5714285714285714,4,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
all,original,whitespace_union,0,trr,proportion,7,7,0,1.0,-0.14285714285714285,-0.42857142857142855,0.0,-0.14285714285714285,-0.14285714285714285,task,5000,20260912,0.5714285714285714,4,7,0.5714285714285714,4,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
all,original,whitespace_union,0,direct_sequence_correct,proportion,14,14,0,1.0,0.0,-0.21428571428571427,0.21428571428571427,0.0,0.0,task,5000,20260912,0.42857142857142855,6,14,0.42857142857142855,6,14,14,0,0.42857142857142855,6,14,0.42857142857142855,6,14,14,0
all,original,whitespace_union,0,tce,task mean threshold distance,14,14,0,1.0,-0.5,-1.4285714285714286,0.21428571428571427,-0.5,-0.5,task,5000,20260912,2.5,35,14,2.5,35,14,14,0,2.0,28,14,2.0,28,14,14,0
all,original,whitespace_union,0,oracle_min_errors,task mean verdict errors,14,14,0,1.0,0.07142857142857142,-0.14285714285714285,0.2857142857142857,0.07142857142857142,0.07142857142857142,task,5000,20260912,0.42857142857142855,6,14,0.42857142857142855,6,14,14,0,0.5,7,14,0.5,7,14,14,0
all,original,whitespace_union,0,oracle_fsrr_all,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.7857142857142857,11,14,0.7857142857142857,11,14,14,0,0.7142857142857143,10,14,0.7142857142857143,10,14,14,0
all,original,whitespace_union,0,oracle_trr_all,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.7857142857142857,11,14,0.7857142857142857,11,14,14,0,0.7142857142857143,10,14,0.7142857142857143,10,14,14,0
all,original,whitespace_union,1,accuracy,proportion,14,14,0,1.0,0.0625,-0.008928571428571428,0.15178571428571427,0.0625,0.0625,task,5000,20260912,0.75,84,112,0.75,84,112,14,0,0.8125,91,112,0.8125,91,112,14,0
all,original,whitespace_union,1,fsrr,proportion,3,3,0,1.0,-0.3333333333333333,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,task,5000,20260912,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0,0.0,0,3,0.0,0,3,3,0
all,original,whitespace_union,1,trr,proportion,3,3,0,1.0,-0.3333333333333333,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,task,5000,20260912,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0,0.0,0,3,0.0,0,3,3,0
all,original,whitespace_union,1,direct_sequence_correct,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.6428571428571429,9,14,0.6428571428571429,9,14,14,0,0.5714285714285714,8,14,0.5714285714285714,8,14,14,0
all,original,whitespace_union,1,tce,task mean threshold distance,14,14,0,1.0,-0.35714285714285715,-1.1428571428571428,0.2857142857142857,-0.35714285714285715,-0.35714285714285715,task,5000,20260912,2.0714285714285716,29,14,2.0714285714285716,29,14,14,0,1.7142857142857142,24,14,1.7142857142857142,24,14,14,0
all,original,whitespace_union,1,oracle_min_errors,task mean verdict errors,14,14,0,1.0,0.07142857142857142,-0.14285714285714285,0.2857142857142857,0.07142857142857142,0.07142857142857142,task,5000,20260912,0.2857142857142857,4,14,0.2857142857142857,4,14,14,0,0.35714285714285715,5,14,0.35714285714285715,5,14,14,0
all,original,whitespace_union,1,oracle_fsrr_all,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.8571428571428571,12,14,0.8571428571428571,12,14,14,0,0.7857142857142857,11,14,0.7857142857142857,11,14,14,0
all,original,whitespace_union,1,oracle_trr_all,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.8571428571428571,12,14,0.8571428571428571,12,14,14,0,0.7857142857142857,11,14,0.7857142857142857,11,14,14,0
all,explicit,bare,0,accuracy,proportion,14,14,0,1.0,0.10317460317460317,-0.031746031746031744,0.2619047619047619,0.10317460317460317,0.10317460317460317,task,5000,20260912,0.7063492063492064,89,126,0.7063492063492064,89,126,14,0,0.8095238095238095,102,126,0.8095238095238095,102,126,14,0
all,explicit,bare,0,fsrr,proportion,7,7,0,1.0,-0.42857142857142855,-0.8571428571428571,-0.14285714285714285,-0.42857142857142855,-0.42857142857142855,task,5000,20260912,0.8571428571428571,6,7,0.8571428571428571,6,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
all,explicit,bare,0,trr,proportion,7,7,0,1.0,-0.5714285714285714,-0.8571428571428571,-0.14285714285714285,-0.5714285714285714,-0.5714285714285714,task,5000,20260912,1.0,7,7,1.0,7,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
all,explicit,bare,0,direct_sequence_correct,proportion,14,14,0,1.0,0.14285714285714285,0.0,0.35714285714285715,0.14285714285714285,0.14285714285714285,task,5000,20260912,0.42857142857142855,6,14,0.42857142857142855,6,14,14,0,0.5714285714285714,8,14,0.5714285714285714,8,14,14,0
all,explicit,bare,0,tce,task mean threshold distance,14,14,0,1.0,-0.8571428571428571,-2.142857142857143,0.07142857142857142,-0.8571428571428571,-0.8571428571428571,task,5000,20260912,2.642857142857143,37,14,2.642857142857143,37,14,14,0,1.7857142857142858,25,14,1.7857142857142858,25,14,14,0
all,explicit,bare,0,oracle_min_errors,task mean verdict errors,14,14,0,1.0,0.42857142857142855,0.07142857142857142,0.9285714285714286,0.42857142857142855,0.42857142857142855,task,5000,20260912,0.07142857142857142,1,14,0.07142857142857142,1,14,14,0,0.5,7,14,0.5,7,14,14,0
all,explicit,bare,0,oracle_fsrr_all,proportion,14,14,0,1.0,-0.21428571428571427,-0.42857142857142855,0.0,-0.21428571428571427,-0.21428571428571427,task,5000,20260912,0.9285714285714286,13,14,0.9285714285714286,13,14,14,0,0.7142857142857143,10,14,0.7142857142857143,10,14,14,0
all,explicit,bare,0,oracle_trr_all,proportion,14,14,0,1.0,-0.2857142857142857,-0.5714285714285714,-0.07142857142857142,-0.2857142857142857,-0.2857142857142857,task,5000,20260912,1.0,14,14,1.0,14,14,14,0,0.7142857142857143,10,14,0.7142857142857143,10,14,14,0
all,explicit,bare,1,accuracy,proportion,14,14,0,1.0,0.11607142857142858,-0.03571428571428571,0.29464285714285715,0.11607142857142858,0.11607142857142858,task,5000,20260912,0.6696428571428571,75,112,0.6696428571428571,75,112,14,0,0.7857142857142857,88,112,0.7857142857142857,88,112,14,0
all,explicit,bare,1,fsrr,proportion,3,3,0,1.0,-0.3333333333333333,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,task,5000,20260912,0.6666666666666666,2,3,0.6666666666666666,2,3,3,0,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0
all,explicit,bare,1,trr,proportion,3,3,0,1.0,-0.6666666666666666,-1.0,0.0,-0.6666666666666666,-0.6666666666666666,task,5000,20260912,1.0,3,3,1.0,3,3,3,0,0.3333333333333333,1,3,0.3333333333333333,1,3,3,0
all,explicit,bare,1,direct_sequence_correct,proportion,14,14,0,1.0,0.14285714285714285,0.0,0.35714285714285715,0.14285714285714285,0.14285714285714285,task,5000,20260912,0.42857142857142855,6,14,0.42857142857142855,6,14,14,0,0.5714285714285714,8,14,0.5714285714285714,8,14,14,0
all,explicit,bare,1,tce,task mean threshold distance,14,14,0,1.0,-0.8571428571428571,-2.142857142857143,0.07142857142857142,-0.8571428571428571,-0.8571428571428571,task,5000,20260912,2.642857142857143,37,14,2.642857142857143,37,14,14,0,1.7857142857142858,25,14,1.7857142857142858,25,14,14,0
all,explicit,bare,1,oracle_min_errors,task mean verdict errors,14,14,0,1.0,0.21428571428571427,0.0,0.5714285714285714,0.21428571428571427,0.21428571428571427,task,5000,20260912,0.07142857142857142,1,14,0.07142857142857142,1,14,14,0,0.2857142857142857,4,14,0.2857142857142857,4,14,14,0
all,explicit,bare,1,oracle_fsrr_all,proportion,14,14,0,1.0,-0.07142857142857142,-0.21428571428571427,0.0,-0.07142857142857142,-0.07142857142857142,task,5000,20260912,0.9285714285714286,13,14,0.9285714285714286,13,14,14,0,0.8571428571428571,12,14,0.8571428571428571,12,14,14,0
all,explicit,bare,1,oracle_trr_all,proportion,14,14,0,1.0,-0.14285714285714285,-0.35714285714285715,0.0,-0.14285714285714285,-0.14285714285714285,task,5000,20260912,1.0,14,14,1.0,14,14,14,0,0.8571428571428571,12,14,0.8571428571428571,12,14,14,0
all,explicit,whitespace_union,0,accuracy,proportion,14,14,0,1.0,0.10317460317460317,-0.031746031746031744,0.2619047619047619,0.10317460317460317,0.10317460317460317,task,5000,20260912,0.7063492063492064,89,126,0.7063492063492064,89,126,14,0,0.8095238095238095,102,126,0.8095238095238095,102,126,14,0
all,explicit,whitespace_union,0,fsrr,proportion,7,7,0,1.0,-0.42857142857142855,-0.8571428571428571,-0.14285714285714285,-0.42857142857142855,-0.42857142857142855,task,5000,20260912,0.8571428571428571,6,7,0.8571428571428571,6,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
all,explicit,whitespace_union,0,trr,proportion,7,7,0,1.0,-0.5714285714285714,-0.8571428571428571,-0.14285714285714285,-0.5714285714285714,-0.5714285714285714,task,5000,20260912,1.0,7,7,1.0,7,7,7,0,0.42857142857142855,3,7,0.42857142857142855,3,7,7,0
all,explicit,whitespace_union,0,direct_sequence_correct,proportion,14,14,0,1.0,0.14285714285714285,0.0,0.35714285714285715,0.14285714285714285,0.14285714285714285,task,5000,20260912,0.42857142857142855,6,14,0.42857142857142855,6,14,14,0,0.5714285714285714,8,14,0.5714285714285714,8,14,14,0
all,explicit,whitespace_union,0,tce,task mean threshold distance,14,14,0,1.0,-0.8571428571428571,-2.142857142857143,0.07142857142857142,-0.8571428571428571,-0.8571428571428571,task,5000,20260912,2.642857142857143,37,14,2.642857142857143,37,14,14,0,1.7857142857142858,25,14,1.7857142857142858,25,14,14,0
all,explicit,whitespace_union,0,oracle_min_errors,task mean verdict errors,14,14,0,1.0,0.42857142857142855,0.07142857142857142,0.9285714285714286,0.42857142857142855,0.42857142857142855,task,5000,20260912,0.07142857142857142,1,14,0.07142857142857142,1,14,14,0,0.5,7,14,0.5,7,14,14,0
all,explicit,whitespace_union,0,oracle_fsrr_all,proportion,14,14,0,1.0,-0.21428571428571427,-0.42857142857142855,0.0,-0.21428571428571427,-0.21428571428571427,task,5000,20260912,0.9285714285714286,13,14,0.9285714285714286,13,14,14,0,0.7142857142857143,10,14,0.7142857142857143,10,14,14,0
