study,version,model,revision,protocol,template,score_representation,split,scope,family,subset,n_expected_tasks,n_complete_tasks,n_nontrivial,n_all_pass,n_all_fail,accuracy,accuracy_n,accuracy_lo95,accuracy_hi95,TCE,TCE_n,TCE_lo95,TCE_hi95,TRR,TRR_n,TRR_lo95,TRR_hi95,TRR_count,FSRR,FSRR_n,FSRR_lo95,FSRR_hi95,FSRR_count,trr_success_fsrr_failure,trr_success_fsrr_failure_n,trr_success_fsrr_failure_lo95,trr_success_fsrr_failure_hi95,trr_success_fsrr_failure_count,TRR_including_trivial,FSRR_including_trivial,TRR_success_FSRR_failure_share_of_TRR_success,post_hoc,bootstrap_seed,bootstrap_replicates,interval_method
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,bare,smoke,all_valid,ALL,nontrivial,1,1,1,0,0,0.1111111111111111,1,0.1111111111111111,0.1111111111111111,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,bare,smoke,all_valid,ALL,all_pass,2,2,0,2,0,0.5,2,0,1,4.5,2,0,9,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,bare,smoke,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,bare,smoke,all_valid,ALL,partial,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,bare,smoke,all_valid,code_acceptance,all,3,3,1,2,0,0.37037037037037041,3,0,1,3.3333333333333335,3,0,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.66666666666666663,0.66666666666666663,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,bare,smoke,all_valid,code_acceptance,nontrivial,1,1,1,0,0,0.1111111111111111,1,0.1111111111111111,0.1111111111111111,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,bare,smoke,all_valid,code_acceptance,all_pass,2,2,0,2,0,0.5,2,0,1,4.5,2,0,9,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,bare,smoke,all_valid,code_acceptance,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,bare,smoke,all_valid,code_acceptance,partial,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,main,all_valid,ALL,all,80,80,54,26,0,0.56527777777777777,80,0.48472222222222222,0.64027777777777772,4.5750000000000002,80,3.7875000000000001,5.3499999999999996,0,54,0,0,0,0,54,0,0,0,0,54,0,0,0,0.32500000000000001,0.32500000000000001,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,main,all_valid,ALL,nontrivial,54,54,54,0,0,0.51646090534979427,54,0.42592592592592593,0.60288065843621397,3.1111111111111112,54,2.4074074074074074,3.8703703703703702,0,54,0,0,0,0,54,0,0,0,0,54,0,0,0,0,0,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,main,all_valid,ALL,all_pass,26,26,0,26,0,0.66666666666666663,26,0.52564102564102566,0.79487179487179493,7.615384615384615,26,6.2307692307692308,8.6538461538461533,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,main,all_valid,ALL,partial,23,23,23,0,0,0.34299516908212552,23,0.2608695652173913,0.42995169082125584,5.6521739130434785,23,4.7391304347826084,6.5217391304347823,0,23,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,main,all_valid,code_acceptance,all,80,80,54,26,0,0.56527777777777777,80,0.48472222222222222,0.64027777777777772,4.5750000000000002,80,3.7875000000000001,5.3499999999999996,0,54,0,0,0,0,54,0,0,0,0,54,0,0,0,0.32500000000000001,0.32500000000000001,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,main,all_valid,code_acceptance,nontrivial,54,54,54,0,0,0.51646090534979427,54,0.42592592592592593,0.60288065843621397,3.1111111111111112,54,2.4074074074074074,3.8703703703703702,0,54,0,0,0,0,54,0,0,0,0,54,0,0,0,0,0,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,main,all_valid,code_acceptance,all_pass,26,26,0,26,0,0.66666666666666663,26,0.52564102564102566,0.79487179487179493,7.615384615384615,26,6.2307692307692308,8.6538461538461533,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,main,all_valid,code_acceptance,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,main,all_valid,code_acceptance,partial,23,23,23,0,0,0.34299516908212552,23,0.2608695652173913,0.42995169082125584,5.6521739130434785,23,4.7391304347826084,6.5217391304347823,0,23,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,smoke,all_valid,ALL,all,3,3,1,2,0,0.40740740740740744,3,0,1,3.3333333333333335,3,0,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.66666666666666663,0.66666666666666663,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,smoke,all_valid,ALL,nontrivial,1,1,1,0,0,0.22222222222222221,1,0.22222222222222221,0.22222222222222221,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,smoke,all_valid,ALL,all_pass,2,2,0,2,0,0.5,2,0,1,4.5,2,0,9,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,smoke,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,smoke,all_valid,ALL,partial,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,smoke,all_valid,code_acceptance,all,3,3,1,2,0,0.40740740740740744,3,0,1,3.3333333333333335,3,0,9,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.66666666666666663,0.66666666666666663,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,smoke,all_valid,code_acceptance,nontrivial,1,1,1,0,0,0.22222222222222221,1,0.22222222222222221,0.22222222222222221,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,smoke,all_valid,code_acceptance,all_pass,2,2,0,2,0,0.5,2,0,1,4.5,2,0,9,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,smoke,all_valid,code_acceptance,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,meta-llama/Llama-3.1-8B-Instruct,0e9e39f249a16976918f6564b8830bc894c89659,immediate_readout,original,whitespace_union,smoke,all_valid,code_acceptance,partial,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,main,all_valid,ALL,all,80,80,54,26,0,0.53333333333333333,80,0.44722222222222224,0.61944444444444435,4.1875,80,3.4125000000000001,4.9625000000000004,0.20370370370370369,54,0.1111111111111111,0.31481481481481483,11,0.1111111111111111,54,0.037037037037037035,0.20370370370370369,6,0.092592592592592587,54,0.018518518518518517,0.18518518518518517,5,0.46250000000000002,0.40000000000000002,0.45454545454545453,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,main,all_valid,ALL,nontrivial,54,54,54,0,0,0.33744855967078186,54,0.25925925925925924,0.41975308641975312,5.9444444444444446,54,5.1851851851851851,6.6481481481481479,0.20370370370370369,54,0.1111111111111111,0.31481481481481483,11,0.1111111111111111,54,0.037037037037037035,0.20370370370370369,6,0.092592592592592587,54,0.018518518518518517,0.18518518518518517,5,0.20370370370370369,0.1111111111111111,0.45454545454545453,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,main,all_valid,ALL,all_pass,26,26,0,26,0,0.94017094017094016,26,0.84615384615384615,1,0.53846153846153844,26,0,1.3846153846153846,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,main,all_valid,ALL,partial,23,23,23,0,0,0.60869565217391308,23,0.50724637681159412,0.70543478260869408,3.5217391304347827,23,2.6510869565217394,4.4347826086956523,0.21739130434782608,23,0.086956521739130432,0.39130434782608697,5,0.13043478260869565,23,0,0.30434782608695654,3,0.086956521739130432,23,0,0.21739130434782608,2,0.21739130434782608,0.13043478260869565,0.40000000000000002,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,main,all_valid,code_acceptance,all,80,80,54,26,0,0.53333333333333333,80,0.44722222222222224,0.61944444444444435,4.1875,80,3.4125000000000001,4.9625000000000004,0.20370370370370369,54,0.1111111111111111,0.31481481481481483,11,0.1111111111111111,54,0.037037037037037035,0.20370370370370369,6,0.092592592592592587,54,0.018518518518518517,0.18518518518518517,5,0.46250000000000002,0.40000000000000002,0.45454545454545453,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,main,all_valid,code_acceptance,nontrivial,54,54,54,0,0,0.33744855967078186,54,0.25925925925925924,0.41975308641975312,5.9444444444444446,54,5.1851851851851851,6.6481481481481479,0.20370370370370369,54,0.1111111111111111,0.31481481481481483,11,0.1111111111111111,54,0.037037037037037035,0.20370370370370369,6,0.092592592592592587,54,0.018518518518518517,0.18518518518518517,5,0.20370370370370369,0.1111111111111111,0.45454545454545453,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,main,all_valid,code_acceptance,all_pass,26,26,0,26,0,0.94017094017094016,26,0.84615384615384615,1,0.53846153846153844,26,0,1.3846153846153846,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,main,all_valid,code_acceptance,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,main,all_valid,code_acceptance,partial,23,23,23,0,0,0.60869565217391308,23,0.50724637681159412,0.70543478260869408,3.5217391304347827,23,2.6510869565217394,4.4347826086956523,0.21739130434782608,23,0.086956521739130432,0.39130434782608697,5,0.13043478260869565,23,0,0.30434782608695654,3,0.086956521739130432,23,0,0.21739130434782608,2,0.21739130434782608,0.13043478260869565,0.40000000000000002,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,smoke,all_valid,ALL,all,3,3,1,2,0,0.70370370370370372,3,0.1111111111111111,1,2.6666666666666665,3,0,8,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,smoke,all_valid,ALL,nontrivial,1,1,1,0,0,0.1111111111111111,1,0.1111111111111111,0.1111111111111111,8,1,8,8,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,smoke,all_valid,ALL,all_pass,2,2,0,2,0,1,2,1,1,0,2,0,0,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,smoke,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,smoke,all_valid,ALL,partial,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,smoke,all_valid,code_acceptance,all,3,3,1,2,0,0.70370370370370372,3,0.1111111111111111,1,2.6666666666666665,3,0,8,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,smoke,all_valid,code_acceptance,nontrivial,1,1,1,0,0,0.1111111111111111,1,0.1111111111111111,0.1111111111111111,8,1,8,8,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,smoke,all_valid,code_acceptance,all_pass,2,2,0,2,0,1,2,1,1,0,2,0,0,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,smoke,all_valid,code_acceptance,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,bare,smoke,all_valid,code_acceptance,partial,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,main,all_valid,ALL,all,80,80,54,26,0,0.53333333333333333,80,0.44722222222222224,0.61944444444444435,4.1875,80,3.4125000000000001,4.9625000000000004,0.20370370370370369,54,0.1111111111111111,0.31481481481481483,11,0.1111111111111111,54,0.037037037037037035,0.20370370370370369,6,0.092592592592592587,54,0.018518518518518517,0.18518518518518517,5,0.46250000000000002,0.40000000000000002,0.45454545454545453,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,main,all_valid,ALL,nontrivial,54,54,54,0,0,0.33744855967078186,54,0.25925925925925924,0.41975308641975312,5.9444444444444446,54,5.1851851851851851,6.6481481481481479,0.20370370370370369,54,0.1111111111111111,0.31481481481481483,11,0.1111111111111111,54,0.037037037037037035,0.20370370370370369,6,0.092592592592592587,54,0.018518518518518517,0.18518518518518517,5,0.20370370370370369,0.1111111111111111,0.45454545454545453,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,main,all_valid,ALL,all_pass,26,26,0,26,0,0.94017094017094016,26,0.84615384615384615,1,0.53846153846153844,26,0,1.3846153846153846,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,main,all_valid,ALL,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,main,all_valid,ALL,partial,23,23,23,0,0,0.60869565217391308,23,0.50724637681159412,0.70543478260869408,3.5217391304347827,23,2.6510869565217394,4.4347826086956523,0.21739130434782608,23,0.086956521739130432,0.39130434782608697,5,0.13043478260869565,23,0,0.30434782608695654,3,0.086956521739130432,23,0,0.21739130434782608,2,0.21739130434782608,0.13043478260869565,0.40000000000000002,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,main,all_valid,code_acceptance,all,80,80,54,26,0,0.53333333333333333,80,0.44722222222222224,0.61944444444444435,4.1875,80,3.4125000000000001,4.9625000000000004,0.20370370370370369,54,0.1111111111111111,0.31481481481481483,11,0.1111111111111111,54,0.037037037037037035,0.20370370370370369,6,0.092592592592592587,54,0.018518518518518517,0.18518518518518517,5,0.46250000000000002,0.40000000000000002,0.45454545454545453,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,main,all_valid,code_acceptance,nontrivial,54,54,54,0,0,0.33744855967078186,54,0.25925925925925924,0.41975308641975312,5.9444444444444446,54,5.1851851851851851,6.6481481481481479,0.20370370370370369,54,0.1111111111111111,0.31481481481481483,11,0.1111111111111111,54,0.037037037037037035,0.20370370370370369,6,0.092592592592592587,54,0.018518518518518517,0.18518518518518517,5,0.20370370370370369,0.1111111111111111,0.45454545454545453,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,main,all_valid,code_acceptance,all_pass,26,26,0,26,0,0.94017094017094016,26,0.84615384615384615,1,0.53846153846153844,26,0,1.3846153846153846,,0,,,0,,0,,,0,,0,,,0,1,1,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,main,all_valid,code_acceptance,all_fail,0,0,0,0,0,,0,,,,0,,,,0,,,0,,0,,,0,,0,,,0,,,,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,main,all_valid,code_acceptance,partial,23,23,23,0,0,0.60869565217391308,23,0.50724637681159412,0.70543478260869408,3.5217391304347827,23,2.6510869565217394,4.4347826086956523,0.21739130434782608,23,0.086956521739130432,0.39130434782608697,5,0.13043478260869565,23,0,0.30434782608695654,3,0.086956521739130432,23,0,0.21739130434782608,2,0.21739130434782608,0.13043478260869565,0.40000000000000002,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
CODE,original_8k_old_scorer,mistralai/Mistral-7B-Instruct-v0.3,c170c708c41dac9275d15a8fff4eca08d52bab71,immediate_readout,explicit,whitespace_union,smoke,all_valid,ALL,all,3,3,1,2,0,0.70370370370370372,3,0.1111111111111111,1,2.6666666666666665,3,0,8,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,True,20260911,5000,artifact/task-cluster percentile 95%; degenerate intervals are not population certainty
